Node1,Node2
223.85,32.5
238,34.6
238.85,34.7
244,35.45
227.8,33.1
209.55,30.45
198.7,28.85
188.1,27.35
182.95,26.55
175.85,25.6
171.95,25
171.1,24.85
175.65,25.55
210.55,30.6
251.1,36.5
271.75,39.5
272.05,39.5
259.4,37.7
248.95,36.2
270.85,39.35
280.95,40.8
269.35,39.15
255.8,37.15
232.45,33.75
223.85,32.5
238,34.6
238.85,34.7
244,35.45
227.8,33.1
209.55,30.45
198.7,28.85
209,30.4
203.25,29.55
195.45,28.4
191.05,27.75
190.1,27.6
195.2,28.35
233.9,34
278.95,40.55
301.95,43.9
302.3,43.95
288.2,41.85
276.6,40.2
301,43.75
312.15,45.35
299.3,43.5
284.2,41.3
258.3,37.55
248.75,36.1
264.4,38.4
265.4,38.6
271.1,39.4
253.1,36.8
232.8,33.85
220.75,32.1
209,30.4
203.25,29.55
195.45,28.4
191.05,27.75
190.1,27.6
195.2,28.35
233.9,34
278.95,40.55
301.95,43.9
302.3,43.95
288.2,41.85
276.6,40.2
301,43.75
312.15,45.35
299.3,43.5
284.2,41.3
258.3,37.55
248.75,36.1
264.4,38.4
265.4,38.6
271.1,39.4
253.1,36.8
232.8,33.85
220.75,32.1
209,30.4
203.25,29.55
195.45,28.4
191.05,27.75
190.1,27.6
195.2,28.35
233.9,34
278.95,40.55
301.95,43.9
302.3,43.95
288.2,41.85
276.6,40.2
301,43.75
312.15,45.35
299.3,43.5
284.2,41.3
258.3,37.55
248.75,36.1
264.4,38.4
265.4,38.6
271.1,39.4
253.1,36.8
232.8,33.85
220.75,32.1
209,30.4
203.25,29.55
195.45,28.4
191.05,27.75
190.1,27.6
195.2,28.35
233.9,34
278.95,40.55
301.95,43.9
302.3,43.95
288.2,41.85
276.6,40.2
301,43.75
312.15,45.35
299.3,43.5
284.2,41.3
258.3,37.55
248.75,36.1
264.4,38.4
265.4,38.6
271.1,39.4
253.1,36.8
232.8,33.85
220.75,32.1
209,30.4
203.25,29.55
195.45,28.4
191.05,27.75
190.1,27.6
195.2,28.35
233.9,34
278.95,40.55
301.95,43.9
302.3,43.95
288.2,41.85
276.6,40.2
301,43.75
312.15,45.35
299.3,43.5
284.2,41.3
258.3,37.55
248.75,36.1
264.4,38.4
265.4,38.6
271.1,39.4
253.1,36.8
232.8,33.85
220.75,32.1
188.1,27.35
182.95,26.55
175.85,25.6
171.95,25
171.1,24.85
175.65,25.55
210.55,30.6
251.1,36.5
271.75,39.5
272.05,39.5
259.4,37.7
248.95,36.2
270.85,39.35
280.95,40.8
269.35,39.15
255.8,37.15
232.45,33.75
223.85,32.5
238,34.6
238.85,34.7
244,35.45
227.8,33.1
209.55,30.45
198.7,28.85
188.1,27.35
182.95,26.55
175.85,25.6
171.95,25
171.1,24.85
175.65,25.55
210.55,30.6
251.1,36.5
271.75,39.5
272.05,39.5
259.4,37.7
248.95,36.2
270.85,39.35
280.95,40.8
269.35,39.15
255.8,37.15
232.45,33.75
223.85,32.5
238,34.6
238.85,34.7
244,35.45
227.8,33.1
209.55,30.45
198.7,28.85
209,30.4
203.25,29.55
195.45,28.4
191.05,27.75
190.1,27.6
195.2,28.35
233.9,34
278.95,40.55
301.95,43.9
302.3,43.95
288.2,41.85
276.6,40.2
301,43.75
312.15,45.35
299.3,43.5
284.2,41.3
258.3,37.55
248.75,36.1
264.4,38.4
265.4,38.6
271.1,39.4
253.1,36.8
232.8,33.85
220.75,32.1
209,30.4
203.25,29.55
195.45,28.4
191.05,27.75
190.1,27.6
195.2,28.35
233.9,34
278.95,40.55
301.95,43.9
302.3,43.95
288.2,41.85
276.6,40.2
301,43.75
312.15,45.35
299.3,43.5
284.2,41.3
258.3,37.55
248.75,36.1
264.4,38.4
265.4,38.6
271.1,39.4
253.1,36.8
232.8,33.85
220.75,32.1
209,30.4
203.25,29.55
195.45,28.4
191.05,27.75
190.1,27.6
195.2,28.35
233.9,34
278.95,40.55
301.95,43.9
302.3,43.95
288.2,41.85
276.6,40.2
301,43.75
312.15,45.35
299.3,43.5
284.2,41.3
258.3,37.55
248.75,36.1
264.4,38.4
265.4,38.6
271.1,39.4
253.1,36.8
232.8,33.85
220.75,32.1
209,30.4
203.25,29.55
195.45,28.4
191.05,27.75
190.1,27.6
195.2,28.35
233.9,34
278.95,40.55
301.95,43.9
302.3,43.95
288.2,41.85
276.6,40.2
301,43.75
312.15,45.35
299.3,43.5
284.2,41.3
258.3,37.55
248.75,36.1
264.4,38.4
265.4,38.6
271.1,39.4
253.1,36.8
232.8,33.85
220.75,32.1
209,30.4
203.25,29.55
195.45,28.4
191.05,27.75
190.1,27.6
195.2,28.35
233.9,34
278.95,40.55
301.95,43.9
302.3,43.95
288.2,41.85
276.6,40.2
301,43.75
312.15,45.35
299.3,43.5
284.2,41.3
258.3,37.55
248.75,36.1
264.4,38.4
265.4,38.6
271.1,39.4
253.1,36.8
232.8,33.85
220.75,32.1
188.1,27.35
182.95,26.55
175.85,25.6
171.95,25
171.1,24.85
175.65,25.55
210.55,30.6
251.1,36.5
271.75,39.5
272.05,39.5
259.4,37.7
248.95,36.2
270.85,39.35
280.95,40.8
269.35,39.15
255.8,37.15
232.45,33.75
223.85,32.5
238,34.6
238.85,34.7
244,35.45
227.8,33.1
209.55,30.45
198.7,28.85
188.1,27.35
182.95,26.55
175.85,25.6
171.95,25
171.1,24.85
175.65,25.55
210.55,30.6
251.1,36.5
271.75,39.5
272.05,39.5
259.4,37.7
248.95,36.2
270.85,39.35
280.95,40.8
269.35,39.15
255.8,37.15
232.45,33.75
223.85,32.5
238,34.6
238.85,34.7
244,35.45
227.8,33.1
209.55,30.45
198.7,28.85
209,30.4
203.25,29.55
195.45,28.4
191.05,27.75
190.1,27.6
195.2,28.35
233.9,34
278.95,40.55
301.95,43.9
302.3,43.95
288.2,41.85
276.6,40.2
301,43.75
312.15,45.35
299.3,43.5
284.2,41.3
258.3,37.55
248.75,36.1
264.4,38.4
265.4,38.6
271.1,39.4
253.1,36.8
232.8,33.85
220.75,32.1
209,30.4
203.25,29.55
195.45,28.4
191.05,27.75
190.1,27.6
195.2,28.35
233.9,34
278.95,40.55
301.95,43.9
302.3,43.95
288.2,41.85
276.6,40.2
301,43.75
312.15,45.35
299.3,43.5
284.2,41.3
258.3,37.55
248.75,36.1
264.4,38.4
265.4,38.6
271.1,39.4
253.1,36.8
232.8,33.85
220.75,32.1
209,30.4
203.25,29.55
195.45,28.4
191.05,27.75
190.1,27.6
195.2,28.35
233.9,34
278.95,40.55
301.95,43.9
302.3,43.95
288.2,41.85
276.6,40.2
301,43.75
312.15,45.35
299.3,43.5
284.2,41.3
258.3,37.55
248.75,36.1
264.4,38.4
265.4,38.6
271.1,39.4
253.1,36.8
232.8,33.85
220.75,32.1
204.75,29.75
199.1,28.9
191.4,27.8
187.15,27.2
186.25,27.1
191.2,27.75
229.1,33.3
273.25,39.75
295.75,42.95
296.15,43
282.3,41.05
271,39.35
294.85,42.85
305.75,44.4
293.15,42.6
278.4,40.45
253,36.75
243.6,35.4
259,37.65
259.95,37.8
265.55,38.6
247.95,36
228.05,33.15
216.2,31.45
204.75,29.75
199.1,28.9
191.4,27.8
187.15,27.2
186.25,27.1
191.2,27.75
229.1,33.3
273.25,39.75
295.75,42.95
296.15,43
282.3,41.05
271,39.35
294.85,42.85
305.75,44.4
293.15,42.6
278.4,40.45
253,36.75
243.6,35.4
259,37.65
259.95,37.8
265.55,38.6
247.95,36
228.05,33.15
216.2,31.45
184.25,26.8
179.2,26.05
172.3,25.05
168.4,24.5
167.6,24.4
172.05,25
206.2,29.95
245.9,35.75
266.15,38.7
266.5,38.75
254.05,36.9
243.9,35.45
265.35,38.6
275.2,40
263.9,38.35
250.55,36.45
227.7,33.1
219.3,31.85
233.15,33.9
233.95,34
239,34.7
223.15,32.4
205.25,29.8
194.6,28.3
184.25,26.8
179.2,26.05
172.3,25.05
168.4,24.5
167.6,24.4
172.05,25
206.2,29.95
245.9,35.75
266.15,38.7
266.5,38.75
254.05,36.9
243.9,35.45
265.35,38.6
275.2,40
263.9,38.35
250.55,36.45
227.7,33.1
219.3,31.85
233.15,33.9
233.95,34
239,34.7
223.15,32.4
205.25,29.8
194.6,28.3
204.75,29.75
199.1,28.9
191.4,27.8
187.15,27.2
186.25,27.1
191.2,27.75
229.1,33.3
273.25,39.75
295.75,42.95
296.15,43
282.3,41.05
271,39.35
294.85,42.85
305.75,44.4
293.15,42.6
278.4,40.45
253,36.75
243.6,35.4
259,37.65
259.95,37.8
265.55,38.6
247.95,36
228.05,33.15
216.2,31.45
204.75,29.75
199.1,28.9
191.4,27.8
187.15,27.2
186.25,27.1
191.2,27.75
229.1,33.3
273.25,39.75
295.75,42.95
296.15,43
282.3,41.05
271,39.35
294.85,42.85
305.75,44.4
293.15,42.6
278.4,40.45
253,36.75
243.6,35.4
259,37.65
259.95,37.8
265.55,38.6
247.95,36
228.05,33.15
216.2,31.45
204.75,29.75
199.1,28.9
191.4,27.8
187.15,27.2
186.25,27.1
191.2,27.75
229.1,33.3
273.25,39.75
295.75,42.95
296.15,43
282.3,41.05
271,39.35
294.85,42.85
305.75,44.4
293.15,42.6
278.4,40.45
253,36.75
243.6,35.4
259,37.65
259.95,37.8
265.55,38.6
247.95,36
228.05,33.15
216.2,31.45
204.75,29.75
199.1,28.9
191.4,27.8
187.15,27.2
186.25,27.1
191.2,27.75
229.1,33.3
273.25,39.75
295.75,42.95
296.15,43
282.3,41.05
271,39.35
294.85,42.85
305.75,44.4
293.15,42.6
278.4,40.45
253,36.75
243.6,35.4
259,37.65
259.95,37.8
265.55,38.6
247.95,36
228.05,33.15
216.2,31.45
204.75,29.75
199.1,28.9
191.4,27.8
187.15,27.2
186.25,27.1
191.2,27.75
229.1,33.3
273.25,39.75
295.75,42.95
296.15,43
282.3,41.05
271,39.35
294.85,42.85
305.75,44.4
293.15,42.6
278.4,40.45
253,36.75
243.6,35.4
259,37.65
259.95,37.8
265.55,38.6
247.95,36
228.05,33.15
216.2,31.45
184.25,26.8
179.2,26.05
172.3,25.05
168.4,24.5
167.6,24.4
172.05,25
206.2,29.95
245.9,35.75
266.15,38.7
266.5,38.75
254.05,36.9
243.9,35.45
265.35,38.6
275.2,40
263.9,38.35
250.55,36.45
227.7,33.1
219.3,31.85
233.15,33.9
233.95,34
239,34.7
223.15,32.4
205.25,29.8
194.6,28.3
184.25,26.8
179.2,26.05
172.3,25.05
168.4,24.5
167.6,24.4
172.05,25
206.2,29.95
245.9,35.75
266.15,38.7
266.5,38.75
254.05,36.9
243.9,35.45
265.35,38.6
275.2,40
263.9,38.35
250.55,36.45
227.7,33.1
219.3,31.85
233.15,33.9
233.95,34
239,34.7
223.15,32.4
205.25,29.8
194.6,28.3
204.75,29.75
199.1,28.9
191.4,27.8
187.15,27.2
186.25,27.1
191.2,27.75
229.1,33.3
273.25,39.75
295.75,42.95
296.15,43
282.3,41.05
271,39.35
294.85,42.85
305.75,44.4
293.15,42.6
278.4,40.45
253,36.75
243.6,35.4
259,37.65
259.95,37.8
265.55,38.6
247.95,36
228.05,33.15
216.2,31.45
204.75,29.75
199.1,28.9
191.4,27.8
187.15,27.2
186.25,27.1
191.2,27.75
229.1,33.3
273.25,39.75
295.75,42.95
296.15,43
282.3,41.05
271,39.35
294.85,42.85
305.75,44.4
293.15,42.6
278.4,40.45
253,36.75
243.6,35.4
259,37.65
259.95,37.8
265.55,38.6
247.95,36
228.05,33.15
216.2,31.45
204.75,29.75
199.1,28.9
191.4,27.8
187.15,27.2
186.25,27.1
191.2,27.75
229.1,33.3
273.25,39.75
295.75,42.95
296.15,43
282.3,41.05
271,39.35
294.85,42.85
305.75,44.4
293.15,42.6
278.4,40.45
253,36.75
243.6,35.4
259,37.65
259.95,37.8
265.55,38.6
247.95,36
228.05,33.15
216.2,31.45
204.75,29.75
199.1,28.9
191.4,27.8
187.15,27.2
186.25,27.1
191.2,27.75
229.1,33.3
273.25,39.75
295.75,42.95
296.15,43
282.3,41.05
271,39.35
294.85,42.85
305.75,44.4
293.15,42.6
278.4,40.45
253,36.75
243.6,35.4
259,37.65
259.95,37.8
265.55,38.6
247.95,36
228.05,33.15
216.2,31.45
204.75,29.75
199.1,28.9
191.4,27.8
187.15,27.2
186.25,27.1
191.2,27.75
229.1,33.3
273.25,39.75
295.75,42.95
296.15,43
282.3,41.05
271,39.35
294.85,42.85
305.75,44.4
293.15,42.6
278.4,40.45
253,36.75
243.6,35.4
259,37.65
259.95,37.8
265.55,38.6
247.95,36
228.05,33.15
216.2,31.45
184.25,26.8
179.2,26.05
172.3,25.05
168.4,24.5
167.6,24.4
172.05,25
206.2,29.95
245.9,35.75
266.15,38.7
266.5,38.75
254.05,36.9
243.9,35.45
265.35,38.6
275.2,40
263.9,38.35
250.55,36.45
227.7,33.1
219.3,31.85
233.15,33.9
233.95,34
239,34.7
223.15,32.4
205.25,29.8
194.6,28.3
184.25,26.8
179.2,26.05
172.3,25.05
168.4,24.5
167.6,24.4
172.05,25
206.2,29.95
245.9,35.75
266.15,38.7
266.5,38.75
254.05,36.9
243.9,35.45
265.35,38.6
275.2,40
263.9,38.35
250.55,36.45
227.7,33.1
219.3,31.85
233.15,33.9
233.95,34
239,34.7
223.15,32.4
205.25,29.8
194.6,28.3
204.75,29.75
199.1,28.9
191.4,27.8
187.15,27.2
186.25,27.1
191.2,27.75
229.1,33.3
273.25,39.75
295.75,42.95
296.15,43
282.3,41.05
271,39.35
294.85,42.85
305.75,44.4
293.15,42.6
278.4,40.45
253,36.75
243.6,35.4
259,37.65
259.95,37.8
265.55,38.6
247.95,36
228.05,33.15
216.2,31.45
204.75,29.75
199.1,28.9
191.4,27.8
187.15,27.2
186.25,27.1
191.2,27.75
229.1,33.3
273.25,39.75
295.75,42.95
296.15,43
282.3,41.05
271,39.35
294.85,42.85
305.75,44.4
293.15,42.6
278.4,40.45
253,36.75
243.6,35.4
259,37.65
259.95,37.8
265.55,38.6
247.95,36
228.05,33.15
216.2,31.45
204.75,29.75
199.1,28.9
191.4,27.8
187.15,27.2
186.25,27.1
191.2,27.75
229.1,33.3
273.25,39.75
295.75,42.95
296.15,43
282.3,41.05
271,39.35
294.85,42.85
305.75,44.4
293.15,42.6
278.4,40.45
253,36.75
243.6,35.4
259,37.65
259.95,37.8
265.55,38.6
247.95,36
228.05,33.15
216.2,31.45
204.75,29.75
199.1,28.9
191.4,27.8
187.15,27.2
186.25,27.1
191.2,27.75
229.1,33.3
273.25,39.75
295.75,42.95
296.15,43
282.3,41.05
271,39.35
294.85,42.85
305.75,44.4
293.15,42.6
278.4,40.45
253,36.75
243.6,35.4
259,37.65
259.95,37.8
265.55,38.6
247.95,36
228.05,33.15
216.2,31.45
204.75,29.75
199.1,28.9
191.4,27.8
187.15,27.2
186.25,27.1
191.2,27.75
229.1,33.3
273.25,39.75
295.75,42.95
296.15,43
282.3,41.05
271,39.35
294.85,42.85
305.75,44.4
293.15,42.6
278.4,40.45
253,36.75
243.6,35.4
259,37.65
259.95,37.8
265.55,38.6
247.95,36
228.05,33.15
216.2,31.45
184.25,26.8
179.2,26.05
172.3,25.05
168.4,24.5
167.6,24.4
172.05,25
206.2,29.95
245.9,35.75
266.15,38.7
266.5,38.75
254.05,36.9
243.9,35.45
265.35,38.6
275.2,40
263.9,38.35
250.55,36.45
227.7,33.1
219.3,31.85
233.15,33.9
233.95,34
239,34.7
223.15,32.4
205.25,29.8
194.6,28.3
184.25,26.8
179.2,26.05
172.3,25.05
168.4,24.5
167.6,24.4
172.05,25
206.2,29.95
245.9,35.75
266.15,38.7
266.5,38.75
254.05,36.9
243.9,35.45
265.35,38.6
275.2,40
263.9,38.35
250.55,36.45
227.7,33.1
219.3,31.85
233.15,33.9
233.95,34
239,34.7
223.15,32.4
205.25,29.8
194.6,28.3
204.75,29.75
199.1,28.9
191.4,27.8
187.15,27.2
186.25,27.1
191.2,27.75
229.1,33.3
273.25,39.75
295.75,42.95
296.15,43
282.3,41.05
271,39.35
294.85,42.85
305.75,44.4
293.15,42.6
278.4,40.45
253,36.75
243.6,35.4
259,37.65
259.95,37.8
265.55,38.6
247.95,36
228.05,33.15
216.2,31.45
204.75,29.75
199.1,28.9
191.4,27.8
187.15,27.2
186.25,27.1
191.2,27.75
229.1,33.3
273.25,39.75
295.75,42.95
296.15,43
282.3,41.05
271,39.35
294.85,42.85
305.75,44.4
293.15,42.6
278.4,40.45
253,36.75
243.6,35.4
259,37.65
259.95,37.8
265.55,38.6
247.95,36
228.05,33.15
216.2,31.45
204.75,29.75
199.1,28.9
191.4,27.8
187.15,27.2
186.25,27.1
191.2,27.75
229.1,33.3
273.25,39.75
295.75,42.95
296.15,43
282.3,41.05
271,39.35
294.85,42.85
305.75,44.4
293.15,42.6
278.4,40.45
253,36.75
243.6,35.4
259,37.65
259.95,37.8
265.55,38.6
247.95,36
228.05,33.15
216.2,31.45
204.75,29.75
199.1,28.9
191.4,27.8
187.15,27.2
186.25,27.1
191.2,27.75
229.1,33.3
273.25,39.75
295.75,42.95
296.15,43
282.3,41.05
271,39.35
294.85,42.85
305.75,44.4
293.15,42.6
278.4,40.45
253,36.75
243.6,35.4
259,37.65
259.95,37.8
265.55,38.6
247.95,36
228.05,33.15
216.2,31.45
204.75,29.75
199.1,28.9
191.4,27.8
187.15,27.2
186.25,27.1
191.2,27.75
229.1,33.3
273.25,39.75
295.75,42.95
296.15,43
282.3,41.05
271,39.35
294.85,42.85
305.75,44.4
293.15,42.6
278.4,40.45
253,36.75
243.6,35.4
259,37.65
259.95,37.8
265.55,38.6
247.95,36
228.05,33.15
216.2,31.45
185.85,27
180.75,26.25
173.8,25.25
169.85,24.7
169.1,24.6
173.55,25.2
207.95,30.2
248.05,36.05
268.45,39
268.85,39.05
256.25,37.2
245.95,35.75
267.65,38.9
277.55,40.35
266.15,38.7
252.7,36.75
229.7,33.35
221.2,32.15
235.1,34.2
236,34.3
241.05,35.05
225.1,32.75
207.05,30.05
196.3,28.5
185.85,27
180.75,26.25
173.8,25.25
169.85,24.7
169.1,24.6
173.55,25.2
207.95,30.2
248.05,36.05
268.45,39
268.85,39.05
256.25,37.2
245.95,35.75
267.65,38.9
277.55,40.35
266.15,38.7
252.7,36.75
229.7,33.35
221.2,32.15
235.1,34.2
236,34.3
241.05,35.05
225.1,32.75
207.05,30.05
196.3,28.5
206.5,30
200.8,29.2
193.1,28.1
188.75,27.45
187.85,27.3
192.85,28.05
231.1,33.55
275.6,40.05
298.35,43.4
298.7,43.45
284.75,41.4
273.35,39.75
297.4,43.2
308.4,44.85
295.7,42.95
280.8,40.8
255.2,37.1
245.75,35.7
261.25,37.95
262.2,38.1
267.85,38.95
250.1,36.35
230.05,33.4
218.1,31.7
206.5,30
200.8,29.2
193.1,28.1
188.75,27.45
187.85,27.3
192.85,28.05
231.1,33.55
275.6,40.05
298.35,43.4
298.7,43.45
284.75,41.4
273.35,39.75
297.4,43.2
308.4,44.85
295.7,42.95
280.8,40.8
255.2,37.1
245.75,35.7
261.25,37.95
262.2,38.1
267.85,38.95
250.1,36.35
230.05,33.4
218.1,31.7
206.5,30
200.8,29.2
193.1,28.1
188.75,27.45
187.85,27.3
192.85,28.05
231.1,33.55
275.6,40.05
298.35,43.4
298.7,43.45
284.75,41.4
273.35,39.75
297.4,43.2
308.4,44.85
295.7,42.95
280.8,40.8
255.2,37.1
245.75,35.7
261.25,37.95
262.2,38.1
267.85,38.95
250.1,36.35
230.05,33.4
218.1,31.7
206.5,30
200.8,29.2
193.1,28.1
188.75,27.45
187.85,27.3
192.85,28.05
231.1,33.55
275.6,40.05
298.35,43.4
298.7,43.45
284.75,41.4
273.35,39.75
297.4,43.2
308.4,44.85
295.7,42.95
280.8,40.8
255.2,37.1
245.75,35.7
261.25,37.95
262.2,38.1
267.85,38.95
250.1,36.35
230.05,33.4
218.1,31.7
206.5,30
200.8,29.2
193.1,28.1
188.75,27.45
187.85,27.3
192.85,28.05
231.1,33.55
275.6,40.05
298.35,43.4
298.7,43.45
284.75,41.4
273.35,39.75
297.4,43.2
308.4,44.85
295.7,42.95
280.8,40.8
255.2,37.1
245.75,35.7
261.25,37.95
262.2,38.1
267.85,38.95
250.1,36.35
230.05,33.4
218.1,31.7
185.85,27
180.75,26.25
173.8,25.25
169.85,24.7
169.1,24.6
173.55,25.2
207.95,30.2
248.05,36.05
268.45,39
268.85,39.05
256.25,37.2
245.95,35.75
267.65,38.9
277.55,40.35
266.15,38.7
252.7,36.75
229.7,33.35
221.2,32.15
235.1,34.2
236,34.3
241.05,35.05
225.1,32.75
207.05,30.05
196.3,28.5
185.85,27
180.75,26.25
173.8,25.25
169.85,24.7
169.1,24.6
173.55,25.2
207.95,30.2
248.05,36.05
268.45,39
268.85,39.05
256.25,37.2
245.95,35.75
267.65,38.9
277.55,40.35
266.15,38.7
252.7,36.75
229.7,33.35
221.2,32.15
235.1,34.2
236,34.3
241.05,35.05
225.1,32.75
207.05,30.05
196.3,28.5
206.5,30
200.8,29.2
193.1,28.1
188.75,27.45
187.85,27.3
192.85,28.05
231.1,33.55
275.6,40.05
298.35,43.4
298.7,43.45
284.75,41.4
273.35,39.75
297.4,43.2
308.4,44.85
295.7,42.95
280.8,40.8
255.2,37.1
245.75,35.7
261.25,37.95
262.2,38.1
267.85,38.95
250.1,36.35
230.05,33.4
218.1,31.7
206.5,30
200.8,29.2
193.1,28.1
188.75,27.45
187.85,27.3
192.85,28.05
231.1,33.55
275.6,40.05
298.35,43.4
298.7,43.45
284.75,41.4
273.35,39.75
297.4,43.2
308.4,44.85
295.7,42.95
280.8,40.8
255.2,37.1
245.75,35.7
261.25,37.95
262.2,38.1
267.85,38.95
250.1,36.35
230.05,33.4
218.1,31.7
206.5,30
200.8,29.2
193.1,28.1
188.75,27.45
187.85,27.3
192.85,28.05
231.1,33.55
275.6,40.05
298.35,43.4
298.7,43.45
284.75,41.4
273.35,39.75
297.4,43.2
308.4,44.85
295.7,42.95
280.8,40.8
255.2,37.1
245.75,35.7
261.25,37.95
262.2,38.1
267.85,38.95
250.1,36.35
230.05,33.4
218.1,31.7
206.5,30
200.8,29.2
193.1,28.1
188.75,27.45
187.85,27.3
192.85,28.05
231.1,33.55
275.6,40.05
298.35,43.4
298.7,43.45
284.75,41.4
273.35,39.75
297.4,43.2
308.4,44.85
295.7,42.95
280.8,40.8
255.2,37.1
245.75,35.7
261.25,37.95
262.2,38.1
267.85,38.95
250.1,36.35
230.05,33.4
218.1,31.7
206.5,30
200.8,29.2
193.1,28.1
188.75,27.45
187.85,27.3
192.85,28.05
231.1,33.55
275.6,40.05
298.35,43.4
298.7,43.45
284.75,41.4
273.35,39.75
297.4,43.2
308.4,44.85
295.7,42.95
280.8,40.8
255.2,37.1
245.75,35.7
261.25,37.95
262.2,38.1
267.85,38.95
250.1,36.35
230.05,33.4
218.1,31.7
185.85,27
180.75,26.25
173.8,25.25
169.85,24.7
169.1,24.6
173.55,25.2
207.95,30.2
248.05,36.05
268.45,39
268.85,39.05
256.25,37.2
245.95,35.75
267.65,38.9
277.55,40.35
266.15,38.7
252.7,36.75
229.7,33.35
221.2,32.15
235.1,34.2
236,34.3
241.05,35.05
225.1,32.75
207.05,30.05
196.3,28.5
185.85,27
180.75,26.25
173.8,25.25
169.85,24.7
169.1,24.6
173.55,25.2
207.95,30.2
248.05,36.05
268.45,39
268.85,39.05
256.25,37.2
245.95,35.75
267.65,38.9
277.55,40.35
266.15,38.7
252.7,36.75
229.7,33.35
221.2,32.15
235.1,34.2
236,34.3
241.05,35.05
225.1,32.75
207.05,30.05
196.3,28.5
206.5,30
200.8,29.2
193.1,28.1
188.75,27.45
187.85,27.3
192.85,28.05
231.1,33.55
275.6,40.05
298.35,43.4
298.7,43.45
284.75,41.4
273.35,39.75
297.4,43.2
308.4,44.85
295.7,42.95
280.8,40.8
255.2,37.1
245.75,35.7
261.25,37.95
262.2,38.1
267.85,38.95
250.1,36.35
230.05,33.4
218.1,31.7
206.5,30
200.8,29.2
193.1,28.1
188.75,27.45
187.85,27.3
192.85,28.05
231.1,33.55
275.6,40.05
298.35,43.4
298.7,43.45
284.75,41.4
273.35,39.75
297.4,43.2
308.4,44.85
295.7,42.95
280.8,40.8
255.2,37.1
245.75,35.7
261.25,37.95
262.2,38.1
267.85,38.95
250.1,36.35
230.05,33.4
218.1,31.7
206.5,30
200.8,29.2
193.1,28.1
188.75,27.45
187.85,27.3
192.85,28.05
231.1,33.55
275.6,40.05
298.35,43.4
298.7,43.45
284.75,41.4
273.35,39.75
297.4,43.2
308.4,44.85
295.7,42.95
280.8,40.8
255.2,37.1
245.75,35.7
261.25,37.95
262.2,38.1
267.85,38.95
250.1,36.35
230.05,33.4
218.1,31.7
206.5,30
200.8,29.2
193.1,28.1
188.75,27.45
187.85,27.3
192.85,28.05
231.1,33.55
275.6,40.05
298.35,43.4
298.7,43.45
284.75,41.4
273.35,39.75
297.4,43.2
308.4,44.85
295.7,42.95
280.8,40.8
255.2,37.1
245.75,35.7
261.25,37.95
262.2,38.1
267.85,38.95
250.1,36.35
230.05,33.4
218.1,31.7
206.5,30
200.8,29.2
193.1,28.1
188.75,27.45
187.85,27.3
192.85,28.05
231.1,33.55
275.6,40.05
298.35,43.4
298.7,43.45
284.75,41.4
273.35,39.75
297.4,43.2
308.4,44.85
295.7,42.95
280.8,40.8
255.2,37.1
245.75,35.7
261.25,37.95
262.2,38.1
267.85,38.95
250.1,36.35
230.05,33.4
218.1,31.7
185.85,27
180.75,26.25
173.8,25.25
169.85,24.7
169.1,24.6
173.55,25.2
207.95,30.2
248.05,36.05
268.45,39
268.85,39.05
256.25,37.2
245.95,35.75
267.65,38.9
277.55,40.35
266.15,38.7
252.7,36.75
229.7,33.35
221.2,32.15
235.1,34.2
236,34.3
241.05,35.05
225.1,32.75
207.05,30.05
196.3,28.5
185.85,27
180.75,26.25
173.8,25.25
169.85,24.7
169.1,24.6
173.55,25.2
207.95,30.2
248.05,36.05
268.45,39
268.85,39.05
256.25,37.2
245.95,35.75
267.65,38.9
277.55,40.35
266.15,38.7
252.7,36.75
229.7,33.35
221.2,32.15
235.1,34.2
236,34.3
241.05,35.05
225.1,32.75
207.05,30.05
196.3,28.5
206.5,30
200.8,29.2
193.1,28.1
188.75,27.45
187.85,27.3
192.85,28.05
231.1,33.55
275.6,40.05
298.35,43.4
298.7,43.45
284.75,41.4
273.35,39.75
297.4,43.2
308.4,44.85
295.7,42.95
280.8,40.8
255.2,37.1
245.75,35.7
261.25,37.95
262.2,38.1
267.85,38.95
250.1,36.35
230.05,33.4
218.1,31.7
206.5,30
200.8,29.2
193.1,28.1
188.75,27.45
187.85,27.3
192.85,28.05
231.1,33.55
275.6,40.05
298.35,43.4
298.7,43.45
284.75,41.4
273.35,39.75
297.4,43.2
308.4,44.85
295.7,42.95
280.8,40.8
255.2,37.1
245.75,35.7
261.25,37.95
262.2,38.1
267.85,38.95
250.1,36.35
230.05,33.4
218.1,31.7
206.5,30
200.8,29.2
193.1,28.1
188.75,27.45
187.85,27.3
192.85,28.05
231.1,33.55
275.6,40.05
298.35,43.4
298.7,43.45
284.75,41.4
273.35,39.75
297.4,43.2
308.4,44.85
295.7,42.95
280.8,40.8
255.2,37.1
245.75,35.7
261.25,37.95
262.2,38.1
267.85,38.95
250.1,36.35
230.05,33.4
218.1,31.7
206.5,30
200.8,29.2
193.1,28.1
188.75,27.45
187.85,27.3
192.85,28.05
231.1,33.55
275.6,40.05
298.35,43.4
298.7,43.45
284.75,41.4
273.35,39.75
297.4,43.2
308.4,44.85
295.7,42.95
280.8,40.8
255.2,37.1
245.75,35.7
261.25,37.95
262.2,38.1
267.85,38.95
250.1,36.35
230.05,33.4
218.1,31.7
206.5,30
200.8,29.2
