bus7,bus8,bus9,bus18,bus19
65.7801,30.2589,65.7801,65.7801,15.1294
69.671,32.0487,69.671,69.671,16.0243
71.4613,32.8722,71.4613,71.4613,16.4361
69.4836,31.9624,69.4836,69.4836,15.9812
70.4757,32.4188,70.4757,70.4757,16.2094
74.1695,34.118,74.1695,74.1695,17.059
73.1967,33.6705,73.1967,73.1967,16.8353
72.3597,33.2855,72.3597,72.3597,16.6427
68.0649,31.3099,68.0649,68.0649,15.6549
71.9881,33.1145,71.9881,71.9881,16.5573
77.8309,35.8022,77.8309,77.8309,17.9011
76.4478,35.166,76.4478,76.4478,17.583
73.9368,34.0109,73.9368,73.9368,17.0055
70.1331,32.2612,70.1331,70.1331,16.1306
70.5339,32.4456,70.5339,70.5339,16.2228
66.5557,30.6156,66.5557,66.5557,15.3078
63.518,29.2183,63.518,63.518,14.6091
61.3334,28.2134,61.3334,61.3334,14.1067
59.0034,27.1415,59.0034,59.0034,13.5708
57.7527,26.5662,57.7527,57.7527,13.2831
59.0389,27.1579,59.0389,59.0389,13.5789
61.0716,28.0929,61.0716,61.0716,14.0465
55.2967,25.4365,55.2967,55.2967,12.7182
56.1143,25.8126,56.1143,56.1143,12.9063
59.6497,27.4389,59.6497,59.6497,13.7194
62.5291,28.7634,62.5291,62.5291,14.3817
65.1241,29.9571,65.1241,65.1241,14.9785
64.2839,29.5706,64.2839,64.2839,14.7853
65.5571,30.1563,65.5571,65.5571,15.0781
68.9665,31.7246,68.9665,68.9665,15.8623
68.1974,31.3708,68.1974,68.1974,15.6854
68.3105,31.4228,68.3105,68.3105,15.7114
67.1148,30.8728,67.1148,67.1148,15.4364
72.3145,33.2647,72.3145,72.3145,16.6323
79.0622,36.3686,79.0622,79.0622,18.1843
78.0862,35.9197,78.0862,78.0862,17.9598
76.4478,35.166,76.4478,76.4478,17.583
73.2064,33.675,73.2064,73.2064,16.8375
70.7989,32.5675,70.7989,70.7989,16.2837
66.2584,30.4789,66.2584,66.2584,15.2394
62.8975,28.9328,62.8975,62.8975,14.4664
60.6321,27.8908,60.6321,60.6321,13.9454
58.9613,27.1222,58.9613,58.9613,13.5611
58.1987,26.7714,58.1987,58.1987,13.3857
60.3542,27.7629,60.3542,60.3542,13.8815
63.1334,29.0414,63.1334,63.1334,14.5207
55.6974,25.6208,55.6974,55.6974,12.8104
53.7035,24.7036,53.7035,53.7035,12.3518
54.618,25.1243,54.618,54.618,12.5621
56.1272,25.8185,56.1272,56.1272,12.9093
58.3732,26.8517,58.3732,58.3732,13.4258
59.7757,27.4968,59.7757,59.7757,13.7484
61.7923,28.4244,61.7923,61.7923,14.2122
64.4551,29.6494,64.4551,64.4551,14.8247
65.4505,30.1072,65.4505,65.4505,15.0536
65.3083,30.0418,65.3083,65.3083,15.0209
64.4002,29.6241,64.4002,64.4002,14.812
70.9669,32.6448,70.9669,70.9669,16.3224
78.1153,35.933,78.1153,78.1153,17.9665
76.7031,35.2834,76.7031,76.7031,17.6417
75.0873,34.5401,75.0873,75.0873,17.2701
72.1529,33.1903,72.1529,72.1529,16.5952
69.7098,32.0665,69.7098,69.7098,16.0333
65.8415,30.2871,65.8415,65.8415,15.1435
63.5826,29.248,63.5826,63.5826,14.624
60.3639,27.7674,60.3639,60.3639,13.8837
58.6156,26.9632,58.6156,58.6156,13.4816
57.1613,26.2942,57.1613,57.1613,13.1471
57.8852,26.6272,57.8852,57.8852,13.3136
60.3768,27.7733,60.3768,60.3768,13.8867
55.5972,25.5747,55.5972,55.5972,12.7874
56.2177,25.8601,56.2177,56.2177,12.9301
59.2457,27.253,59.2457,59.2457,13.6265
61.831,28.4423,61.831,61.831,14.2211
63.3952,29.1618,63.3952,63.3952,14.5809
63.2239,29.083,63.2239,63.2239,14.5415
64.8591,29.8352,64.8591,64.8591,14.9176
65.9772,30.3495,65.9772,65.9772,15.1748
66.3877,30.5383,66.3877,66.3877,15.2692
65.8577,30.2945,65.8577,65.8577,15.1473
65.2437,30.0121,65.2437,65.2437,15.006
72.0915,33.1621,72.0915,72.0915,16.581
76.8517,35.3518,76.8517,76.8517,17.6759
75.181,34.5832,75.181,75.181,17.2916
72.8671,33.5189,72.8671,72.8671,16.7594
69.8003,32.1081,69.8003,69.8003,16.0541
67.7643,31.1716,67.7643,67.7643,15.5858
64.0867,29.4799,64.0867,64.0867,14.7399
61.259,28.1792,61.259,61.259,14.0896
59.2684,27.2634,59.2684,59.2684,13.6317
56.8672,26.1589,56.8672,56.8672,13.0795
56.124,25.817,56.124,56.124,12.9085
57.7463,26.5633,57.7463,57.7463,13.2816
60.6677,27.9071,60.6677,60.6677,13.9536
57.2518,26.3358,57.2518,57.2518,13.1679
57.8141,26.5945,57.8141,57.8141,13.2972
63.295,29.1157,63.295,63.295,14.5578
66.8239,30.739,66.8239,66.8239,15.3695
69.1701,31.8183,69.1701,69.1701,15.9091
68.0714,31.3128,68.0714,68.0714,15.6564
68.5302,31.5239,68.5302,68.5302,15.762
72.266,33.2424,72.266,72.266,16.6212
72.3727,33.2914,72.3727,72.3727,16.6457
70.117,32.2538,70.117,70.117,16.1269
65.3471,30.0597,65.3471,65.3471,15.0298
70.8086,32.5719,70.8086,70.8086,16.286
78.6227,36.1664,78.6227,78.6227,18.0832
76.8388,35.3459,76.8388,76.8388,17.6729
74.3666,34.2086,74.3666,74.3666,17.1043
71.345,32.8187,71.345,71.345,16.4094
70.8021,32.569,70.8021,70.8021,16.2845
66.6914,30.6781,66.6914,66.6914,15.339
64.2451,29.5527,64.2451,64.2451,14.7764
62.2382,28.6296,62.2382,62.2382,14.3148
60.0827,27.6381,60.0827,60.0827,13.819
59.2554,27.2575,59.2554,59.2554,13.6287
60.9197,28.0231,60.9197,60.9197,14.0115
63.3693,29.1499,63.3693,63.3693,14.5749
59.7951,27.5058,59.7951,59.7951,13.7529
60.6741,27.9101,60.6741,60.6741,13.955
64.7815,29.7995,64.7815,64.7815,14.8998
67.7967,31.1865,67.7967,67.7967,15.5932
68.8211,31.6577,68.8211,68.8211,15.8289
66.3004,30.4982,66.3004,66.3004,15.2491
66.3747,30.5324,66.3747,66.3747,15.2662
69.9877,32.1944,69.9877,69.9877,16.0972
69.9069,32.1572,69.9069,69.9069,16.0786
68.2911,31.4139,68.2911,68.2911,15.707
64.7912,29.804,64.7912,64.7912,14.902
69.8164,32.1156,69.8164,69.8164,16.0578
75.9113,34.9192,75.9113,75.9113,17.4596
73.6104,33.8608,73.6104,73.6104,16.9304
70.8829,32.6061,70.8829,70.8829,16.3031
67.9001,31.234,67.9001,67.9001,15.617
68.1974,31.3708,68.1974,68.1974,15.6854
64.9754,29.8887,64.9754,64.9754,14.9444
62.2899,28.6534,62.2899,62.2899,14.3267
59.9115,27.5593,59.9115,59.9115,13.7796
58.4249,26.8755,58.4249,58.4249,13.4377
57.2615,26.3403,57.2615,57.2615,13.1701
58.8806,27.0851,58.8806,58.8806,13.5425
62.6196,28.805,62.6196,62.6196,14.4025
57.9531,26.6584,57.9531,57.9531,13.3292
59.1779,27.2218,59.1779,59.1779,13.6109
63.3079,29.1216,63.3079,63.3079,14.5608
67.0275,30.8327,67.0275,67.0275,15.4163
69.4448,31.9446,69.4448,69.4448,15.9723
68.1166,31.3336,68.1166,68.1166,15.6668
69.5676,32.0011,69.5676,69.5676,16.0005
73.6395,33.8742,73.6395,73.6395,16.9371
72.8025,33.4891,72.8025,72.8025,16.7446
71.0929,32.7028,71.0929,71.0929,16.3514
67.6577,31.1225,67.6577,67.6577,15.5613
71.5131,32.896,71.5131,71.5131,16.448
76.8937,35.3711,76.8937,76.8937,17.6856
75.2618,34.6204,75.2618,75.2618,17.3102
72.9285,33.5471,72.9285,72.9285,16.7736
69.7389,32.0799,69.7389,69.7389,16.0399
70.2495,32.3148,70.2495,70.2495,16.1574
67.0599,30.8475,67.0599,67.0599,15.4238
63.4986,29.2093,63.4986,63.4986,14.6047
61.5176,28.2981,61.5176,61.5176,14.149
59.5495,27.3928,59.5495,59.5495,13.6964
58.7351,27.0182,58.7351,58.7351,13.5091
60.1247,27.6574,60.1247,60.1247,13.8287
63.1851,29.0651,63.1851,63.1851,14.5326
58.9193,27.1029,58.9193,58.9193,13.5514
59.4558,27.3497,59.4558,59.4558,13.6748
65.0659,29.9303,65.0659,65.0659,14.9652
68.2749,31.4065,68.2749,68.2749,15.7032
70.3691,32.3698,70.3691,70.3691,16.1849
68.5464,31.5313,68.5464,68.5464,15.7657
69.6064,32.0189,69.6064,69.6064,16.0095
74.6413,34.335,74.6413,74.6413,17.1675
75.2876,34.6323,75.2876,75.2876,17.3162
73.019,33.5887,73.019,73.019,16.7944
67.5026,31.0512,67.5026,67.5026,15.5256
70.3173,32.346,70.3173,70.3173,16.173
79.2335,36.4474,79.2335,79.2335,18.2237
77.3817,35.5956,77.3817,77.3817,17.7978
75.53,34.7438,75.53,75.53,17.3719
71.1964,32.7503,71.1964,71.1964,16.3752
71.6552,32.9614,71.6552,71.6552,16.4807
67.5575,31.0765,67.5575,67.5575,15.5382
63.812,29.3535,63.812,63.812,14.6768
61.8828,28.4661,61.8828,61.8828,14.233
59.5204,27.3794,59.5204,59.5204,13.6897
58.7448,27.0226,58.7448,58.7448,13.5113
59.9858,27.5935,59.9858,59.9858,13.7967
63.0203,28.9893,63.0203,63.0203,14.4947
58.0145,26.6867,58.0145,58.0145,13.3433
59.0971,27.1847,59.0971,59.0971,13.5923
62.3061,28.6608,62.3061,62.3061,14.3304
64.7848,29.801,64.7848,64.7848,14.9005
66.4394,30.5621,66.4394,66.4394,15.2811
64.8946,29.8515,64.8946,64.8946,14.9258
64.5779,29.7059,64.5779,64.5779,14.8529
72.8251,33.4995,72.8251,72.8251,16.7498
72.754,33.4668,72.754,72.754,16.7334
71.7554,33.0075,71.7554,71.7554,16.5037
66.9564,30.8,66.9564,66.9564,15.4
71.6714,32.9688,71.6714,71.6714,16.4844
78.1315,35.9405,78.1315,78.1315,17.9702
76.0083,34.9638,76.0083,76.0083,17.4819
74.1178,34.0942,74.1178,74.1178,17.0471
70.9152,32.621,70.9152,70.9152,16.3105
72.4082,33.3078,72.4082,72.4082,16.6539
67.6965,31.1404,67.6965,67.6965,15.5702
65.2437,30.0121,65.2437,65.2437,15.006
62.5646,28.7797,62.5646,62.5646,14.3899
61.0264,28.0721,61.0264,61.0264,14.0361
60.4931,27.8268,60.4931,60.4931,13.9134
61.0813,28.0974,61.0813,61.0813,14.0487
64.0124,29.4457,64.0124,64.0124,14.7229
58.3732,26.8517,58.3732,58.3732,13.4258
59.8597,27.5355,59.8597,59.8597,13.7677
66.2293,30.4655,66.2293,66.2293,15.2327
69.0053,31.7424,69.0053,69.0053,15.8712
70.7924,32.5645,70.7924,70.7924,16.2823
68.7759,31.6369,68.7759,68.7759,15.8184
69.4157,31.9312,69.4157,69.4157,15.9656
72.9608,33.562,72.9608,72.9608,16.781
72.7249,33.4535,72.7249,72.7249,16.7267
72.0204,33.1294,72.0204,72.0204,16.5647
69.9005,32.1542,69.9005,69.9005,16.0771
75.2941,34.6353,75.2941,75.2941,17.3176
80.9721,37.2472,80.9721,80.9721,18.6236
79.088,36.3805,79.088,79.088,18.1902
76.6449,35.2567,76.6449,76.6449,17.6283
73.9756,34.0288,73.9756,73.9756,17.0144
71.0703,32.6923,71.0703,71.0703,16.3462
67.6351,31.1121,67.6351,67.6351,15.5561
64.439,29.6419,64.439,64.439,14.821
62.0314,28.5344,62.0314,62.0314,14.2672
59.3136,27.2843,59.3136,59.3136,13.6421
58.6317,26.9706,58.6317,58.6317,13.4853
59.4849,27.363,59.4849,59.4849,13.6815
61.6113,28.3412,61.6113,61.6113,14.1706
57.436,26.4206,57.436,57.436,13.2103
56.2177,25.8601,56.2177,56.2177,12.9301
59.4655,27.3541,59.4655,59.4655,13.6771
62.4483,28.7262,62.4483,62.4483,14.3631
64.4196,29.633,64.4196,64.4196,14.8165
62.6616,28.8243,62.6616,62.6616,14.4122
63.77,29.3342,63.77,63.77,14.6671
65.4052,30.0864,65.4052,65.4052,15.0432
65.5927,30.1726,65.5927,65.5927,15.0863
65.2566,30.018,65.2566,65.2566,15.009
64.9787,29.8902,64.9787,64.9787,14.9451
72.2628,33.2409,72.2628,72.2628,16.6204
76.8614,35.3563,76.8614,76.8614,17.6781
75.5268,34.7423,75.5268,75.5268,17.3712
72.977,33.5694,72.977,72.977,16.7847
70.0459,32.2211,70.0459,70.0459,16.1106
67.3927,31.0006,67.3927,67.3927,15.5003
63.2691,29.1038,63.2691,63.2691,14.5519
60.9197,28.0231,60.9197,60.9197,14.0115
58.887,27.088,58.887,58.887,13.544
57.0611,26.2481,57.0611,57.0611,13.1241
55.5875,25.5703,55.5875,55.5875,12.7851
57.0838,26.2585,57.0838,57.0838,13.1293
60.8131,27.974,60.8131,60.8131,13.987
55.274,25.4261,55.274,55.274,12.713
54.6471,25.1377,54.6471,54.6471,12.5688
59.3782,27.314,59.3782,59.3782,13.657
62.0993,28.5657,62.0993,62.0993,14.2828
63.6278,29.2688,63.6278,63.6278,14.6344
61.9086,28.478,61.9086,61.9086,14.239
61.5822,28.3278,61.5822,61.5822,14.1639
64.6297,29.7296,64.6297,64.6297,14.8648
65.0918,29.9422,65.0918,65.0918,14.9711
65.4085,30.0879,65.4085,65.4085,15.044
63.463,29.193,63.463,63.463,14.5965
68.8373,31.6651,68.8373,68.8373,15.8326
78.1444,35.9464,78.1444,78.1444,17.9732
75.7239,34.833,75.7239,75.7239,17.4165
73.6007,33.8563,73.6007,73.6007,16.9282
70.3917,32.3802,70.3917,70.3917,16.1901
68.1845,31.3649,68.1845,68.1845,15.6824
64.5327,29.685,64.5327,64.5327,14.8425
62.2156,28.6192,62.2156,62.2156,14.3096
60.2346,27.7079,60.2346,60.2346,13.854
58.315,26.8249,58.315,58.315,13.4125
57.2583,26.3388,57.2583,57.2583,13.1694
58.3926,26.8606,58.3926,58.3926,13.4303
61.6533,28.3605,61.6533,61.6533,14.1803
57.785,26.5811,57.785,57.785,13.2906
59.1035,27.1876,59.1035,59.1035,13.5938
64.6135,29.7222,64.6135,64.6135,14.8611
68.2943,31.4154,68.2943,68.2943,15.7077
71.4129,32.8499,71.4129,71.4129,16.425
69.0538,31.7647,69.0538,69.0538,15.8824
69.9489,32.1765,69.9489,69.9489,16.0883
73.8528,33.9723,73.8528,73.8528,16.9861
73.9982,34.0392,73.9982,73.9982,17.0196
72.8607,33.5159,72.8607,72.8607,16.7579
67.5349,31.0661,67.5349,67.5349,15.533
71.4452,32.8648,71.4452,71.4452,16.4324
78.9168,36.3017,78.9168,78.9168,18.1509
77.2428,35.5317,77.2428,77.2428,17.7658
74.9515,34.4777,74.9515,74.9515,17.2389
71.303,32.7994,71.303,71.303,16.3997
70.7924,32.5645,70.7924,70.7924,16.2823
66.8821,30.7658,66.8821,66.8821,15.3829
63.7636,29.3312,63.7636,63.7636,14.6656
61.5176,28.2981,61.5176,61.5176,14.149
59.4235,27.3348,59.4235,59.4235,13.6674
58.6576,26.9825,58.6576,58.6576,13.4912
59.4041,27.3259,59.4041,59.4041,13.6629
62.6066,28.7991,62.6066,62.6066,14.3995
57.9078,26.6376,57.9078,57.9078,13.3188
59.4332,27.3393,59.4332,59.4332,13.6696
64.7751,29.7965,64.7751,64.7751,14.8983
69.0505,31.7632,69.0505,69.0505,15.8816
71.3838,32.8365,71.3838,71.3838,16.4183
68.7662,31.6324,68.7662,68.7662,15.8162
69.0376,31.7573,69.0376,69.0376,15.8787
73.3357,33.7344,73.3357,73.3357,16.8672
73.6169,33.8638,73.6169,73.6169,16.9319
72.1497,33.1889,72.1497,72.1497,16.5944
67.3216,30.9679,67.3216,67.3216,15.484
72.4922,33.3464,72.4922,72.4922,16.6732
79.4467,36.5455,79.4467,79.4467,18.2728
77.3688,35.5896,77.3688,77.3688,17.7948
75.4492,34.7066,75.4492,75.4492,17.3533
71.7522,33.006,71.7522,71.7522,16.503
72.3436,33.2781,72.3436,72.3436,16.639
68.1231,31.3366,68.1231,68.1231,15.6683
65.0627,29.9288,65.0627,65.0627,14.9644
62.5129,28.7559,62.5129,62.5129,14.378
60.2766,27.7272,60.2766,60.2766,13.8636
60.0343,27.6158,60.0343,60.0343,13.8079
61.1589,28.1331,61.1589,61.1589,14.0665
63.8185,29.3565,63.8185,63.8185,14.6783
57.6687,26.5276,57.6687,57.6687,13.2638
60.3477,27.76,60.3477,60.3477,13.88
66.1324,30.4209,66.1324,66.1324,15.2104
70.0427,32.2196,70.0427,70.0427,16.1098
72.1109,33.171,72.1109,72.1109,16.5855
69.015,31.7469,69.015,69.015,15.8734
69.5579,31.9966,69.5579,69.5579,15.9983
73.9077,33.9975,73.9077,73.9077,16.9988
74.5734,34.3038,74.5734,74.5734,17.1519
72.4115,33.3093,72.4115,72.4115,16.6546
68.8469,31.6696,68.8469,68.8469,15.8348
73.5748,33.8444,73.5748,73.5748,16.9222
77.8665,35.8186,77.8665,77.8665,17.9093
75.8661,34.8984,75.8661,75.8661,17.4492
73.3228,33.7285,73.3228,73.3228,16.8642
69.3575,31.9045,69.3575,69.3575,15.9522
69.5094,31.9743,69.5094,69.5094,15.9872
65.3018,30.0388,65.3018,65.3018,15.0194
62.5969,28.7946,62.5969,62.5969,14.3973
60.254,27.7168,60.254,60.254,13.8584
58.7287,27.0152,58.7287,58.7287,13.5076
57.4683,26.4354,57.4683,57.4683,13.2177
58.5865,26.9498,58.5865,58.5865,13.4749
62.3966,28.7024,62.3966,62.3966,14.3512
57.3972,26.4027,57.3972,57.3972,13.2014
58.1502,26.7491,58.1502,58.1502,13.3745
63.7765,29.3372,63.7765,63.7765,14.6686
67.4573,31.0304,67.4573,67.4573,15.5152
69.3414,31.897,69.3414,69.3414,15.9485
67.7094,31.1463,67.7094,67.7094,15.5732
67.1406,30.8847,67.1406,67.1406,15.4423
73.2549,33.6973,73.2549,73.2549,16.8486
73.1547,33.6512,73.1547,73.1547,16.8256
72.5666,33.3806,72.5666,72.5666,16.6903
68.2103,31.3767,68.2103,68.2103,15.6884
72.1594,33.1933,72.1594,72.1594,16.5967
79.7247,36.6733,79.7247,79.7247,18.3367
77.4399,35.6224,77.4399,77.4399,17.8112
76.1796,35.0426,76.1796,76.1796,17.5213
73.549,33.8325,73.549,73.549,16.9163
73.3551,33.7433,73.3551,73.3551,16.8717
68.9601,31.7216,68.9601,68.9601,15.8608
65.7737,30.2559,65.7737,65.7737,15.1279
62.6519,28.8199,62.6519,62.6519,14.4099
61.1233,28.1167,61.1233,61.1233,14.0584
60.073,27.6336,60.073,60.073,13.8168
60.7064,27.925,60.7064,60.7064,13.9625
63.4081,29.1677,63.4081,63.4081,14.5839
59.0777,27.1757,59.0777,59.0777,13.5879
60.1668,27.6767,60.1668,60.1668,13.8384
66.3424,30.5175,66.3424,66.3424,15.2588
69.419,31.9327,69.419,69.419,15.9664
71.6617,32.9644,71.6617,71.6617,16.4822
69.587,32.01,69.587,69.587,16.005
70.4046,32.3861,70.4046,70.4046,16.1931
73.9917,34.0362,73.9917,73.9917,17.0181
74.6122,34.3216,74.6122,74.6122,17.1608
73.2032,33.6735,73.2032,73.2032,16.8367
70.5242,32.4411,70.5242,70.5242,16.2206
77.414,35.6105,77.414,77.414,17.8052
81.8446,37.6485,81.8446,81.8446,18.8243
79.6116,36.6213,79.6116,79.6116,18.3107
77.6144,35.7026,77.6144,77.6144,17.8513
74.3537,34.2027,74.3537,74.3537,17.1013
71.2416,32.7711,71.2416,71.2416,16.3856
67.4864,31.0438,67.4864,67.4864,15.5219
64.3937,29.6211,64.3937,64.3937,14.8106
61.1944,28.1494,61.1944,61.1944,14.0747
59.2619,27.2605,59.2619,59.2619,13.6302
58.1502,26.7491,58.1502,58.1502,13.3745
59.1326,27.201,59.1326,59.1326,13.6005
61.2235,28.1628,61.2235,61.2235,14.0814
55.9721,25.7472,55.9721,55.9721,12.8736
55.6554,25.6015,55.6554,55.6554,12.8007
59.4396,27.3422,59.4396,59.4396,13.6711
62.5065,28.753,62.5065,62.5065,14.3765
64.5424,29.6895,64.5424,64.5424,14.8448
64.0415,29.4591,64.0415,64.0415,14.7295
63.8767,29.3833,63.8767,63.8767,14.6916
65.1499,29.969,65.1499,65.1499,14.9845
65.541,30.1488,65.541,65.541,15.0744
64.885,29.8471,64.885,64.885,14.9235
64.5715,29.7029,64.5715,64.5715,14.8514
72.5407,33.3687,72.5407,72.5407,16.6844
77.0165,35.4276,77.0165,77.0165,17.7138
75.6172,34.7839,75.6172,75.6172,17.392
74.2535,34.1566,74.2535,74.2535,17.0783
70.2624,32.3207,70.2624,70.2624,16.1604
67.8613,31.2162,67.8613,67.8613,15.6081
63.5309,29.2242,63.5309,63.5309,14.6121
60.7452,27.9428,60.7452,60.7452,13.9714
58.6996,27.0018,58.6996,58.6996,13.5009
56.683,26.0742,56.683,56.683,13.0371
55.8848,25.707,55.8848,55.8848,12.8535
57.7592,26.5692,57.7592,57.7592,13.2846
61.4885,28.2847,61.4885,61.4885,14.1424
56.4277,25.9568,56.4277,56.4277,12.9784
56.4924,25.9865,56.4924,56.4924,12.9932
61.7244,28.3932,61.7244,61.7244,14.1966
65.2792,30.0284,65.2792,65.2792,15.0142
67.4153,31.0111,67.4153,67.4153,15.5055
65.1209,29.9556,65.1209,65.1209,14.9778
65.4828,30.1221,65.4828,65.4828,15.061
69.4351,31.9401,69.4351,69.4351,15.9701
69.2154,31.8391,69.2154,69.2154,15.9195
67.4089,31.0081,67.4089,67.4089,15.504
63.7603,29.3298,63.7603,63.7603,14.6649
70.9152,32.621,70.9152,70.9152,16.3105
74.9968,34.4985,74.9968,74.9968,17.2493
73.2161,33.6794,73.2161,73.2161,16.8397
70.9895,32.6552,70.9895,70.9895,16.3276
67.4864,31.0438,67.4864,67.4864,15.5219
67.1051,30.8683,67.1051,67.1051,15.4342
64.384,29.6167,64.384,64.384,14.8083
61.5208,28.2996,61.5208,61.5208,14.1498
59.2684,27.2634,59.2684,59.2684,13.6317
57.6493,26.5187,57.6493,57.6493,13.2593
57.3843,26.3968,57.3843,57.3843,13.1984
58.5639,26.9394,58.5639,58.5639,13.4697
62.0314,28.5344,62.0314,62.0314,14.2672
58.1502,26.7491,58.1502,58.1502,13.3745
59.0421,27.1594,59.0421,59.0421,13.5797
64.649,29.7386,64.649,64.649,14.8693
68.4656,31.4942,68.4656,68.4656,15.7471
69.9716,32.1869,69.9716,69.9716,16.0935
67.9001,31.234,67.9001,67.9001,15.617
67.3636,30.9873,67.3636,67.3636,15.4936
70.0653,32.23,70.0653,70.0653,16.115
70.243,32.3118,70.243,70.243,16.1559
69.2057,31.8346,69.2057,69.2057,15.9173
65.3503,30.0611,65.3503,65.3503,15.0306
71.3482,32.8202,71.3482,71.3482,16.4101
76.3702,35.1303,76.3702,76.3702,17.5651
75.0032,34.5015,75.0032,75.0032,17.2507
71.9105,33.0789,71.9105,71.9105,16.5394
68.1683,31.3574,68.1683,68.1683,15.6787
67.9292,31.2474,67.9292,67.9292,15.6237
64.2322,29.5468,64.2322,64.2322,14.7734
61.4529,28.2684,61.4529,61.4529,14.1342
59.863,27.537,59.863,59.863,13.7685
58.5089,26.9141,58.5089,58.5089,13.4571
58.4184,26.8725,58.4184,58.4184,13.4362
58.9193,27.1029,58.9193,58.9193,13.5514
63.6634,29.2852,63.6634,63.6634,14.6426
58.5929,26.9528,58.5929,58.5929,13.4764
57.2292,26.3254,57.2292,57.2292,13.1627
61.6275,28.3486,61.6275,61.6275,14.1743
65.1532,29.9705,65.1532,65.1532,14.9852
67.1536,30.8906,67.1536,67.1536,15.4453
62.8005,28.8882,62.8005,62.8005,14.4441
64.1611,29.5141,64.1611,64.1611,14.757
66.853,30.7524,66.853,66.853,15.3762
65.3859,30.0775,65.3859,65.3859,15.0387
63.3144,29.1246,63.3144,63.3144,14.5623
60.8648,27.9978,60.8648,60.8648,13.9989
68.4818,31.5016,68.4818,68.4818,15.7508
72.321,33.2676,72.321,72.321,16.6338
70.0394,32.2181,70.0394,70.0394,16.1091
66.7916,30.7241,66.7916,66.7916,15.3621
63.741,29.3208,63.741,63.741,14.6604
64.0673,29.471,64.0673,64.0673,14.7355
60.8939,28.0112,60.8939,60.8939,14.0056
58.5897,26.9513,58.5897,58.5897,13.4756
56.3696,25.93,56.3696,56.3696,12.965
55.1609,25.374,55.1609,55.1609,12.687
54.6342,25.1317,54.6342,54.6342,12.5659
56.8705,26.1604,56.8705,56.8705,13.0802
62.1995,28.6118,62.1995,62.1995,14.3059
56.1531,25.8304,56.1531,56.1531,12.9152
56.208,25.8557,56.208,56.208,12.9278
61.1944,28.1494,61.1944,61.1944,14.0747
63.7668,29.3327,63.7668,63.7668,14.6664
65.6864,30.2157,65.6864,65.6864,15.1079
63.825,29.3595,63.825,63.825,14.6797
64.1191,29.4948,64.1191,64.1191,14.7474
67.4153,31.0111,67.4153,67.4153,15.5055
67.1988,30.9115,67.1988,67.1988,15.4557
66.7528,30.7063,66.7528,66.7528,15.3532
63.8928,29.3907,63.8928,63.8928,14.6954
71.791,33.0238,71.791,71.791,16.5119
74.6574,34.3424,74.6574,74.6574,17.1712
72.7572,33.4683,72.7572,72.7572,16.7342
69.7744,32.0962,69.7744,69.7744,16.0481
65.9902,30.3555,65.9902,65.9902,15.1777
65.4085,30.0879,65.4085,65.4085,15.044
61.4336,28.2594,61.4336,61.4336,14.1297
59.0454,27.1609,59.0454,59.0454,13.5804
56.7509,26.1054,56.7509,56.7509,13.0527
55.3322,25.4528,55.3322,55.3322,12.7264
55.106,25.3488,55.106,55.106,12.6744
56.2823,25.8899,56.2823,56.2823,12.9449
61.7987,28.4274,61.7987,61.7987,14.2137
56.5796,26.0266,56.5796,56.5796,13.0133
56.082,25.7977,56.082,56.082,12.8988
61.5402,28.3085,61.5402,61.5402,14.1542
65.1209,29.9556,65.1209,65.1209,14.9778
68.4818,31.5016,68.4818,68.4818,15.7508
67.3798,30.9947,67.3798,67.3798,15.4974
68.0067,31.2831,68.0067,68.0067,15.6415
71.8556,33.0536,71.8556,71.8556,16.5268
71.707,32.9852,71.707,71.707,16.4926
70.9411,32.6329,70.9411,70.9411,16.3164
67.8484,31.2103,67.8484,67.8484,15.6051
72.9027,33.5352,72.9027,72.9027,16.7676
79.0105,36.3448,79.0105,79.0105,18.1724
77.1006,35.4663,77.1006,77.1006,17.7331
75.1293,34.5595,75.1293,75.1293,17.2797
71.6423,32.9555,71.6423,71.6423,16.4777
71.5421,32.9094,71.5421,71.5421,16.4547
67.0695,30.852,67.0695,67.0695,15.426
64.2322,29.5468,64.2322,64.2322,14.7734
62.2188,28.6207,62.2188,62.2188,14.3103
59.7919,27.5043,59.7919,59.7919,13.7521
58.3861,26.8576,58.3861,58.3861,13.4288
59.5398,27.3883,59.5398,59.5398,13.6942
61.6662,28.3665,61.6662,61.6662,14.1832
57.2227,26.3225,57.2227,57.2227,13.1612
58.7868,27.0419,58.7868,58.7868,13.521
64.7395,29.7802,64.7395,64.7395,14.8901
68.6143,31.5626,68.6143,68.6143,15.7813
70.4014,32.3846,70.4014,70.4014,16.1923
69.2121,31.8376,69.2121,69.2121,15.9188
69.3834,31.9164,69.3834,69.3834,15.9582
73.3002,33.7181,73.3002,73.3002,16.859
73.2,33.672,73.2,73.2,16.836
72.3274,33.2706,72.3274,72.3274,16.6353
68.9439,31.7142,68.9439,68.9439,15.8571
75.1034,34.5476,75.1034,75.1034,17.2738
80.6909,37.1178,80.6909,80.6909,18.5589
78.0927,35.9226,78.0927,78.0927,17.9613
76.3799,35.1348,76.3799,76.3799,17.5674
73.549,33.8325,73.549,73.549,16.9163
71.6326,32.951,71.6326,71.6326,16.4755
66.6333,30.6513,66.6333,66.6333,15.3257
64.1772,29.5215,64.1772,64.1772,14.7608
